index,ocn,name,brand
982,0832,"BRIGHTSPEED OF INDIANA, LLC",
983,7314,"TELEPORT COMMUNICATIONS AMERICA, LLC - IN",
984,0772,"FRONTIER NORTH, INC.. - IN",
985,874F,"MCC TELEPHONY OF THE MID-WEST, LLC - IN",
986,0800,"NORTHWESTERN INDIANA TEL. CO., INC.",
987,9303,"ACME COMMUNICATIONS, INC. - IN",
988,919A,"MIDWEST TELECOM OF AMERICA, INC. - IN",
989,2964,"OMNIPOINT COMMUNICATIONS MIDWEST OPERATIONS, LLC",
990,4169,COMMUNICATIONS VENTURE CORP DBA INDIGITAL TELECOM,
991,352E,YMAX COMMUNICATIONS CORP. - IN,
992,5942,"LIGTEL COMMUNICATIONS, INC. - IN",
993,383D,CRAIGVILLE TELCO DBA ADAMS WELLS TELECOM - IN,
994,0751,CITIZENS TEL. CORP.,
995,0831,"FRONTIER MIDSTATES, INC. - IN",
996,494G,"COMMUNITY FIBER SOLUTIONS, INC. - IN",
997,0756,"CRAIGVILLE TEL. CO., INC.",
998,0783,"LIGONIER TEL. CO., INC.",
999,7060,"LEVEL 3 TELECOM OF INDIANA, LP - IN",
1000,0775,HANCOCK RURAL TELEPHONE CORP. DBA NINESTAR CONNECT,
1001,7459,"HANCOCK COMMUNICATIONS, INC. - IN",
1002,0776,COMMUNICATIONS CORP. OF INDIANA,
1003,0777,HOME TEL. CO. OF PITTSBORO,
1004,0818,"SMITHVILLE COMM., INC DBA SMITHVILLE TELEPHONE CO.",
1005,0753,CLAY COUNTRY RURAL TEL COOP DBA ENDEAVOR COMM,
1006,0815,"ROCHESTER TEL. CO., INC.",
1007,204H,"PULASKI-WHITE RURAL TELEPHONE COOPERATIVE, INC.",
1008,0813,"PULASKI-WHITE RURAL TEL. COOP., INC.",
1009,4552,RTC COMMUNICATIONS CORP.,
1010,0744,"CAMDEN TEL. CO., INC.",
1011,0797,"NEW PARIS TEL., INC.",
1012,0839,"YEOMAN TEL. CO., INC.",
1013,817C,"INTRADO COMMUNICATIONS, LLC",
1014,0771,"GEETINGSVILLE TEL. CO., INC.",
1015,0830,"TRI-COUNTY TEL. CO., INC.",
1016,0792,"MULBERRY COOP. TEL. CO., INC.",
1017,0796,"NEW LISBON TEL. CO., INC.",
1018,0827,"SWEETSER RURAL TEL. CO., INC.",
1019,0828,"FRONTIER COMMUNICATIONS OF THORNTOWN, INC.",
1020,663H,"NEW LISBON BROADBAND AND COMMUNICATIONS, LLC - IN",
1021,0742,"BLOOMINGDALE HOME TEL. CO., INC.",
1022,0778,"HOME TEL. CO., INC.",
1023,661H,"MULBERRY COOPERATIVE TELEPHONE COMPANY, INC. - IN",
1024,4857,MILES COMMUNICATIONS INC. DBA ENHANCED TELECOMM CO,
1025,0747,"BRIGHTSPEED OF CENTRAL INDIANA, LLC",
1026,0837,"WEST POINT TEL. CO., INC.",
1027,0829,"TIPTON TEL. CO., INC.",
1028,731H,"BLOOMINGDALE HOME TELEPHONE COMPANY, INC. - IN",
1029,0788,MERCHANTS & FARMERS TEL. CO.,
1030,781K,"RINGER MOBILE, INC.",
1031,0826,"SWAYZEE TEL. CO., INC.",
1032,0750,"FRONTIER COMMUNICATIONS OF INDIANA, INC.",
1033,365C,"POWERTEL KENTUCKY LICENSES, INC.",
1034,8286,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - IN,
1035,0779,"FRONTIER NORTH, INC. - IN",
1036,0807,"PERRY - SPENCER RURAL TELEPHONE COOP., INC.",
1037,0759,DAVIESS MARTIN CTY RURL TEL DBA RTC COMMUNICATIONS,
1038,511K,"RCN TELECOM SERVICES OF ILLINOIS, LLC",
1039,8943,"BLUERIVER COMMUNICATIONS, INC. - IN",
1040,068F,"FULLNET ADVANCED COMMUNICATIONS, INC. - IN",
1041,774D,SMITHVILLE TELECOM LLC - IN,
1042,4704,"SEI DATA, INC. - IN",
1043,0825,SUNMAN TELECOMMUNICATIONS CORPORATION,
1044,735B,"WIN.NET TELECOMMUNICATIONS, INC. - IN",
1045,0801,"BRIGHTSPEED OF SOUTHERN INDIANA, LLC",
1046,9348,CINCINNATI BELL,
1047,0819,"SOUTHEASTERN INDIANA RURAL TEL. COOP., INC.",
1048,0809,COMMUNICATIONS CORP. OF SOUTHERN IN,
1049,0816,"S & W TEL. CO., INC.",
1050,5584,"PERRY-SPENCER COMMUNICATIONS, INC. - IN",
1051,0834,"WASHINGTON COUNTY RURAL TEL. COOP., INC.",
1052,7593,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - KS,
1053,5237,"GIANT COMMUNICATIONS, INC. - KS",
1054,2240,"LEVEL 3 COMMUNICATIONS, LLC - KS",
1055,205F,"ONVOY, LLC - KS",
1056,6267,UNITED STATES CELLULAR - KS,
1057,6532,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - KS,
1058,8995,"TELEPORT COMMUNICATIONS AMERICA, LLC - KS",
1059,986E,"BANDWIDTH.COM CLEC, LLC - KS",
1060,018H,"PEERLESS NETWORK OF KANSAS, LLC - KS",
1061,014E,"IDEATEK TELCOM, LLC - KS",
1062,423J,"CORETEL KANSAS, INC. - KS",
1063,925G,"UNITED COMMUNICATIONS ASSOCIATION, INC. - KS",
1064,555G,"CABLE ONE VOIP, LLC",
1065,401D,"UNITED WIRELESS COMMUNICATIONS, INC.",
1066,1818,"CRAW-KAN TEL. COOP.,INC. - KS",
1067,1842,UNITED TEL. CO. OF KANSAS DBA CENTURYLINK,
1068,1831,SOUTH CENTRAL TEL ASSN INC,
1069,1852,"ZENDA TEL. CO., INC.",
1070,1780,"HAVILAND TEL. CO., INC.",
1071,1810,UNITED TEL OF EASTERN KANSAS DBA CENTURYLINK,
1072,447H,"MT NETWORKS, LLC - KS",
1073,1816,CONSOLIDATED COMMUNICATIONS OF KANSAS COMPANY - KS,
1074,2030,"TOTAH COMMUNICATIONS, INC.",
1075,122D,"NEX-TECH WIRELESS, LLC",
1076,1788,KANOKLA TEL ASSN,
1077,787D,"GBT COMMUNICATIONS, INC. - KS",
1078,1777,"GOLDEN BELT TEL. ASSN., INC.",
1079,1833,"SOUTHERN KANSAS TEL. CO., INC.",
1080,1841,"UNITED TEL. ASSN., INC.",
1081,1808,MOUNDRIDGE TEL. CO.,
1082,906E,"HOME COMMUNICATIONS, INC. - KS",
1083,433H,"TC WIRELESS, INC - KS",
1084,1801,"MADISON TELEPHONE, LLC - KS",
1085,1756,COLUMBUS TEL. CO.,
1086,342H,FIBER COMMUNICATIONS OF COLUMBUS LLC - KS,
1087,1847,"WHEAT STATE TEL., INC.",
1088,1812,"EMBARQ MISSOURI, INC. DBA CENTURYLINK - KS",
1089,1791,"LA HARPE TEL. CO., INC.",
1090,642H,"UNITED WIRELESS COMMUNICATIONS, INC. - KS",
1091,1829,"S & A TEL. CO., INC.",
1092,211D,"SKT, INC. - KS",
1093,1781,"H & B COMMUNICATIONS, INC.",
1094,1826,"RURAL TEL. SERVICE CO., INC. DBA NEX-TECH",
1095,300C,"H & B CABLE SERVICE, INC. - KS",
1096,4548,SOUTH CENTRAL WIRELESS DBA SC TELCOM - KS,
1097,1759,"CRAW-KAN TEL. COOP.,INC. - MO",
1098,1782,"HOME TEL. CO., INC.",
1099,1764,"ELKHART TEL. CO., INC.",
1100,1758,COUNCIL GROVE TEL. CO.,
1101,1839,"TRI-COUNTY TEL. ASSN., INC.",
1102,4366,"NEX-TECH, LLC - KS",
1103,5910,"S & T COMMUNICATIONS, LLC - KS",
1104,1809,MUTUAL TEL. CO.,
1105,1849,"WILSON TEL. CO., INC.",
1106,1746,"BLUE VALLEY TELE-COMMUNICATIONS, INC.",
1107,1785,"J.B.N. TEL. CO., INC.",
1108,1128,CITIZENS TELECOM OF NE LLC DBA FRONTIER COM OF NE,
1109,1840,"TWIN VALLEY TEL., INC.",
1110,1557,"HARTMAN TEL. EXCH., INC.",
1111,330D,"RAINBOW COMMUNICATIONS, LLC - KS",
1112,460D,"WTC COMMUNICATIONS, INC. - KS",
1113,1820,"RAINBOW TELECOMMUNICATIONS ASSOCIATION, INC.",
1114,2455,"BENKELMAN TEL. CO., INC.",
1115,1761,"CUNNINGHAM TEL. CO., INC.",
1116,1845,"WAMEGO TEL. CO., INC.",
1117,237F,"BLUE VALLEY TECHNOLOGIES, INC.",
1118,636D,"CUNNINGHAM COMMUNICATIONS, INC. - KS",
1119,1778,"GORHAM TEL. CO., INC.",
1120,995H,MIDCONTINENT COMMUNICATIONS - KS,
1121,1540,DILLER TEL. CO.,
1122,136J,"WTC TECHNOLOGIES, INC. - KS",
1123,892C,"TWIN VALLEY COMMUNICATIONS, INC. - KS",
1124,1807,MO-KAN DIAL INC,
1125,3915,EVERFAST FIBER NETWORKS LLC,
1126,7014,"LEVEL 3 TELECOM OF KANSAS CITY, LLC - KS",
1127,742D,"AVID COMMUNICATIONS, LLC - KS",
1128,0472,CONSOLIDATED COMMUNICATIONS OF MISSOURI COMPANY,
1129,1814,"PEOPLES TELECOMMUNICATIONS, LLC - KS",
1130,6500,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - KY,
1131,9691,"WINDSTREAM KENTUCKY EAST, INC. - LONDON",
1132,4369,"LEVEL 3 COMMUNICATIONS, LLC - KY",
1133,896E,"ONVOY, LLC - KY",
1134,0398,BRANDENBURG TEL. CO.,
1135,0396,"BALLARD RURAL TEL. COOP. CORP., INC.",
1136,9690,"WINDSTREAM KENTUCKY EAST, INC. - LEXINGTON",
1137,9590,"NORTH CENTRAL COMMUNICATIONS, INC. - KY",
1138,987E,"BANDWIDTH.COM CLEC, LLC - KY",
1139,8406,"TELEPORT COMMUNICATIONS AMERICA, LLC - KY",
1140,0412,"LEWISPORT TEL. CO., INC.",
1141,480F,"CORETEL KENTUCKY, INC. - KY",
1142,0418,"SO CENTRAL RURAL TELECOMM COOPERATIVE, INC.",
1143,0421,WEST KENTUCKY RURAL TEL,
1144,584J,WEST KENTUCKY RURAL TELEPHONE COOPERATIVE CORPORAT,
1145,781F,"MCC TELEPHONY OF THE SOUTH, LLC - KY",
1146,0401,"DUO COUNTY TEL. COOP., INC.",
1147,330E,"CUMBERLAND CELLULAR, LLC",
1148,5672,"BRANDENBURG TELECOM, LLC - KY",
1149,915K,YOUR LOCAL PHONE COMPANY LLC,
1150,0413,"LOGAN TEL. COOP., INC.",
1151,2335,"VELOCITY NETWORKS OF KENTUCKY, INC. - KY",
1152,5620,"SOUTH CENTRAL TELCOM, LLC",
1153,292D,"DIALOG TELECOMMUNICATIONS, INC. - KY",
1154,4001,NORTH CENTRAL TEL. COOP.,
1155,0417,SALEM TEL. CO.,
1156,035H,"PEERLESS NETWORK OF KENTUCKY, LLC - KY",
1157,7476,"POWERTEL NASHVILLE LICENSES, INC.",
1158,3583,"WIN.NET TELECOMMUNICATIONS, INC. - KY",
1159,0402,"WINDSTREAM KENTUCKY WEST, INC.",
1160,7260,"LEVEL 3 TELECOM OF KENTUCKY, LLC - KY",
1161,6595,"RAM TECHNOLOGIES, INC. - KY",
1162,861C,"INTRADO COMMUNICATIONS, LLC",
1163,206M,LTE WIRELESS INC.,
1164,742J,WADDELL SOLUTIONS GROUP LLC,
1165,2623,INTER MOUNTAIN CABLE DBA MIKROTEC COMMUNICATIONS,
1166,6940,"EAST KENTUCKY NETWRK, LLC DBA APPALACHIAN WIRELESS",
1167,0406,FOOTHILLS RURAL TEL. COOP. CORP.,
1168,847H,"INTEGRATED PATH COMMUNICATIONS - KENTUCKY, LLC-KY",
1169,0419,THACKER/GRIGSBY TEL. CO.,
1170,0411,LESLIE COUNTY TEL. CO.,
1171,0415,PEOPLES RURAL TEL. COOP. CORP.,
1172,4002,"HIGHLAND TEL. COOP, INC.",
1173,193F,"CELLULAR SERVICES, LLC - KY",
1174,0408,"GEARHEART COMM. CO., INC. DBA COALFIELDS TEL. CO.",
1175,0414,"MOUNTAIN RURAL TEL. COOP. CORP., INC.",
1176,419C,"ARMSTRONG TELECOMMUNICATIONS, INC. - KY",
1177,489H,"PEOPLES TELECOM, LLC",
1178,6161,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - KY,
1179,150C,"VOICESTREAM GSM I, LLC",
1180,3232,"LEVEL 3 COMMUNICATIONS, LLC - LA",
1181,7637,CENTURYLINK COMMUNICATIONS LLC - LA,
1182,153F,"BANDWIDTH.COM CLEC, LLC - LA",
1183,749E,"ONVOY, LLC - LA",
1184,6505,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - LA,
1185,7488,"LEVEL 3 TELECOM OF LOUISIANA, LLC - LA",
1186,653C,TELEPORT COMMUNICATIONS AMERICA LA - LLC,
1187,8839,"ADVANCED TEL., INC. - LA",
1188,0429,"EAST ASCENSION TELEPHONE COMPANY, LLC",
1189,3610,RESERVE LONG DIST CO DBA RESERVE TELECOMM - LA,
1190,908A,"TELEPAK NETWORKS, INC. - LA",
1191,477H,"AIRUS, INC. - LA",
1192,181D,"HUNT TELECOMMUNICATIONS, LLC - LA",
1193,8764,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - LA,
1194,0441,"STAR TEL. CO., INC.",
1195,2896,CENTURYLINK COMMUNICATIONS LLC - LA,
1196,1762,"CP-TEL NETWORK SERVICES, INC. - LA",
1197,0454,"FRANKLIN TELEPHONE COMPANY, LLC",
1198,0430,ELIZABETH TEL. CO.,
1199,6842,CELLPAGE OF MINDEN,
1200,0426,CAMPTI-PLEASANT HILL TEL. CO.,
1201,127J,NORTHEAST TELEPHONE SERVICES - LA,
1202,984D,"TEC OF JACKSON, INC. - LA",
1203,260H,"CEBRIDGE TELECOM LA, LLC D/B/A SUDDENLINK COMM LA",
1204,645C,"LBH, LLC DBA CAMERON COMMUNICATIONS - LA",
1205,0435,"NORTHEAST LOUISIANA TEL. CO., INC.",
1206,0432,KAPLAN TEL. CO.,
1207,9002,LAFAYETTE CITY-PARISH CONSOLIDATED GOVERNMENT - LA,
1208,606F,"GLOBAL DATA SYSTEMS, INC. - LA",
1209,650C,"DETEL WIRELESS, LLC - LA",
1210,0425,CAMERON TEL CO,
1211,4930,"LOUISIANA COMPETITIVE TELECOMMUNICATIONS, INC.",
1212,0428,DELCAMBRE TEL. CO.,
1213,771A,"XFONE USA, INC. - LA",
1214,819C,"INTRADO COMMUNICATIONS, LLC",
1215,0433,LAFOURCHE TEL. CO.,
1216,959G,"PRIDE NETWORK, INC. DBA NTS OF LOUISIANA - LA",
1217,0438,RESERVE TEL. CO.,
1218,769F,"SJI, L.L.C. - LA",
1219,4018,"LEVEL 3 COMMUNICATIONS, LLC - MA",
1220,6387,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MA,
1221,892D,"ONVOY, LLC - MA",
1222,268F,"PEERLESS NETWORK OF MASSACHUSETTS, LLC - MA",
1223,7135,"TC SYSTEMS, INC.",
1224,125L,MASS MOBILE LLC,
1225,990E,"BANDWIDTH.COM CLEC, LLC - MA",
1226,9102,VERIZON NEW ENGLAND INC.,
1227,229C,"IDT AMERICA, CORP. - MA",
1228,7103,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MA,
1229,311D,RINGSQUARED TELECOM LLC,
1230,116E,"INTRADO COMMUNICATIONS, LLC",
1231,316E,YMAX COMMUNICATIONS CORP. - MA,
1232,0036,GRANBY TELEPHONE LLC,
1233,8468,"FREEDOM RING COMMUNICATIONS, LLC",
1234,756G,"WIDE VOICE, LLC - MA",
1235,0037,"RICHMOND TELEPHONE COMPANY, LLC",
1236,0084,TACONIC TEL. CORP.,
1237,236F,"CRC COMMUNICATIONS OF MAINE, INC. - MA",
1238,3849,RINGSQUARED TELECOM LLC,
1239,6083,"NORFOLK COUNTY INTERNET, INC.",
1240,7619,"RCN TELECOM SERVICES, INC. - MA",
1241,174A,"NEP, LLC",
1242,487K,MOBILESPHERE LLC,
1243,428H,"AIRUS, INC. - MA",
1244,4536,"XO MASSACHUSETS, INC.",
1245,007J,"MEGAPHONE, INC.",
1246,814J,LIGHTPATH OF NEW ENGLAND,
1247,0334,METROPOLITAN TELECOMMUNICATIONS OF MASS DBA METTEL,
1248,732H,"BARR TELL USA, INC. - MA",
1249,139F,"EVOLVE CELLULAR, INC.",
1250,7228,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MD,
1251,530H,"WIDE VOICE, LLC - MD",
1252,876D,"ONVOY, LLC - MD",
1253,071F,"BANDWIDTH.COM CLEC, LLC - MD",
1254,6395,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MD,
1255,568G,"PEERLESS NETWORK OF MARYLAND, LLC",
1256,2593,"CORE COMMUNICATIONS, INC.- MD",
1257,6119,"LEVEL 3 COMMUNICATIONS, LLC - MD",
1258,9212,"VERIZON MARYLAND, INC.",
1259,8832,"STARPOWER COMMUNICATIONS, LLC - MD",
1260,4720,"USCOC OF CUMBERLAND, INC. DBA UNITED STATES CEL MD",
1261,281E,YMAX COMMUNICATIONS CORP. - MD,
1262,8697,BALTIMORE-WASHINGTON TELEPHONE (BWT),
1263,7325,"TELEPORT COMMUNICATIONS AMERICA, LLC - MD",
1264,836G,"SHENTEL COMMUNICATIONS, LLC. - MD",
1265,361H,"ATLANTECH ONLINE, INC. - MD",
1266,7591,"LEVEL 3 TELECOM OF MARYLAND, LLC - MD",
1267,469J,"CORETEL MARYLAND, INC. - MD",
1268,8605,"MTE, INC. DBA MTE PAGING NETWORK",
1269,228C,"IDT AMERICA, CORP. - MD",
1270,4492,"VDL, INC. DBA GLOBAL TELECOM BROKERS - MD",
1271,2596,"QUANTUM TELECOMMUNICATIONS, INC. - MD",
1272,676A,"MOUNTAIN COMMUNICATIONS, LLC DBA PROCOM - MD",
1273,420C,"ARMSTRONG TELECOMMUNICATIONS, INC. - MD",
1274,0216,ARMSTRONG TEL. CO. OF MARYLAND,
1275,861F,"MCC TELEPHONY OF THE MID-ATLANTIC, LLC - MD",
1276,4773,"XO MARYLAND, LLC",
1277,2554,"GLOBAL NAPS SOUTH, INC. - MD",
1278,820C,"INTRADO COMMUNICATIONS, LLC",
1279,964H,"BARR TELL USA, INC.",
1280,691H,"AIRUS, INC. - MD",
1281,6386,"BELL ATLANTIC MOBILE, INC",
1282,9472,BIDDEFORD INTERNET CORPORATION - ME,
1283,6291,UNITED STATES CELLULAR - ME,
1284,454F,"ONVOY, LLC - ME",
1285,5111,CONSOLIDATED COMM OF NO. NEW ENGLAND-ME,Consolidated Communications
1286,0019,OXFORD COUNTY TEL. & TEL. CO.,
1287,7777,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - ME,
1288,0029,"UNITY TEL. CO., INC.",
1289,0024,SOMERSET TEL. CO.,
1290,0022,SACO RIVER TELEPHONE LLC,
1291,5205,"OXFORD CNTY TELEPHONE SVC CO, DBA OXFORD NETWRKS",
1292,3315,MID-MAINE TELECOM LLC,
1293,382D,"LEVEL 3 COMMUNICATIONS, LLC - ME",
1294,882G,"TELEPORT COMMUNICATIONS AMERICA, LLC - ME",
1295,0015,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1296,0010,HAMPDEN TEL. CO.,
1297,0031,WARREN TEL. CO.,
1298,0011,HARTLAND & ST. ALBANS TEL. CO.,
1299,0034,WEST PENOBSCOT TEL. & TEL. CO,
1300,925H,"PEERLESS NETWORK OF MAINE, LLC- ME",
1301,0007,THE ISLAND TELEPHONE COMPANY,
1302,3316,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1303,4121,MID-MAINE TELPLUS DBA MID-MAINE COMMUNICATIONS,
1304,512F,"FREEDOM RING COMMUNICATIONS, LLC - ME",
1305,3314,OXFORD WEST TELEPHONE COMPANY,
1306,0020,PINE TREE TELEPHONE LLC,
1307,0004,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1308,0025,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1309,383J,"FIDIUM ENTERPRISE SERVICES, LLC",
1310,805E,"SECURESYSCOM, INC. - ME",
1311,3311,"TIDEWATER TELECOM, INC.",
1312,0027,UNION RIVER TEL. CO.,
1313,3313,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1314,1255,"CRC COMMUNICATIONS OF MAINE, INC. - ME",
1315,989E,"BANDWIDTH.COM CLEC, LLC - ME",
1316,3312,CONSOLIDATED COMMUNICATIONS OF MAINE COMPANY,
1317,8933,"LINCOLNVILLE COMMUNICATIONS, INC. - ME",
1318,0005,COBBOSSEECONTEE TEL. CO.,
1319,0003,LINCOLNVILLE TEL. CO.,
1320,414E,YMAX COMMUNICATIONS CORP. - ME,
1321,313C,"IDT AMERICA, CORP. - ME",
1322,817J,"TELNET WORLDWIDE, INC.",
1323,543C,"ONVOY, LLCV - MI",
1324,9323,MICHIGAN BELL TEL CO,
1325,6003,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MI,
1326,933G,"PEERLESS NETWORK OF MICHIGAN, LLC - MI",
1327,2550,"123.NET, LLC",
1328,6120,"LEVEL 3 COMMUNICATIONS, LLC - MI",
1329,0720,"ACE TEL. CO. OF MICHIGAN, INC.",
1330,991E,"BANDWIDTH.COM CLEC, LLC - MI",
1331,0702,"BRIGHTSPEED OF MICHIGAN, LLC",
1332,993L,DAYSTARR LLC DBA DAYSTARR COMMUNICATIONS,
1333,116F,"PENINSULA FIBER NETWORK, LLC - MI",
1334,3535,"ACD TELECOM, INC. - MI",
1335,0705,"BRIGHTSPEED OF NORTHERN MICHIGAN, INC",
1336,0704,"ACE TEL. CO. OF MICHIGAN, INC.",
1337,770E,"TELEPORT COMMUNICATIONS AMERICA, LLC - MI",
1338,0695,"FRONTIER NORTH, INC. - MI",Frontier
1339,0703,KALEVA TEL. CO.,
1340,0677,ISLAND TEL. CO.,
1341,7157,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MI,
1342,392F,KALEVA TELEPHONE COMPANY - MI,
1343,0721,PIGEON TEL. CO.,
1344,785G,"MICHIGAN CENTRAL BROADBAND COMPANY, LLC",
1345,0671,"BRIGHTSPEED OF CENTRAL MICHIGAN, INC",
1346,0683,CARR TEL. CO.,
1347,9245,"CYNERGYCOMM.NET, INC. - MI",
1348,7279,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MI,
1349,9714,"GRID 4 COMMUNICATIONS, INC. - MI",
1350,4632,"TELNET WORLDWIDE, INC.",
1351,0681,"FRONTIER MIDSTATES, INC. - MI",
1352,194H,"MEI TELECOM, INC. - MI",
1353,144E,"SOUTHWEST MICHIGAN COMMUNICATIONS, INC. - MI",
1354,0688,CLIMAX TEL. CO.,
1355,0679,BLOOMINGDALE TEL. CO.,
1356,0676,BARRY COUNTY TEL. CO.,
1357,0672,COMMUNICATIONS CORP. OF MI,
1358,6789,"BEEPERMART, INC.",
1359,948H,"AIRUS, INC. - MI",
1360,3459,"TC3 TELECOM, INC. - MI",
1361,4417,"FRONTIER COMMUNICATIONS OF MICHIGAN, INC.",
1362,591C,"WESTPHALIA BROADBAND, INC. - MI",
1363,0734,WALDRON TEL. CO.,
1364,0725,SAND CREEK TEL. CO.,
1365,0714,OGDEN TEL. CO.,
1366,558A,DEERFIELD FARMERS' TELEPHONE COMPANY - MI,
1367,0691,DEERFIELD FARMERS TEL. CO.,
1368,0726,SHIAWASSEE TEL. CO.,
1369,0728,SPRINGPORT TEL. CO.,
1370,4125,"XO COMMUNICATIONS SERVICES, INC. - MI",
1371,736B,"ACE TELEPHONE COMPANY OF MICHIGAN, INC.",
1372,0692,"ACE TEL. CO. OF MICHIGAN, INC.",
1373,0669,"ACE TEL. CO. OF MICHIGAN, INC.",
1374,356D,AMERICAN BROADBAND AND TELECOMMS COMPANY - MI,
1375,0615,"FRONTIER NORTH, INC. - OH",
1376,6718,THUMB CELLULAR LP,
1377,0708,LENNON TEL. CO.,
1378,6695,RANGE TELECOMMUNICATIONS,
1379,746G,UPPER PENINSULA TELEPHONE COMPANY - MI,
1380,0732,UPPER PENINSULA TEL. CO.,
1381,0713,HIAWATHA TEL. CO.,
1382,6692,NEW CELL DBA CELLCOM,
1383,0689,"BRIGHTSPEED OF UPPER MICHIGAN, INC.",
1384,4253,BARAGA TELEPHONE COMPANY,
1385,9759,"METRO SOUTHWEST PCS, LLP",
1386,0675,BARAGA TEL. CO.,
1387,0685,CHATHAM TEL. CO.,
1388,0711,MIDWAY TEL. CO.,
1389,0030,"BORDERLAND COMMUNICATIONS, LLC - MI",
1390,0717,ONTONAGON COUNTY TEL. CO.,
1391,0127,WINN TELEPHONE COMPANY DBA WINN TELECOM - MI,
1392,821C,"INTRADO COMMUNICATIONS, LLC",
1393,542D,ALLBAND COMMUNICATIONS COOPERATIVE - MI,
1394,0678,BLANCHARD TELEPHONE CO.,
1395,0735,WESTPHALIA TEL. CO.,
1396,0738,WOLVERINE TEL. CO.,
1397,0694,FARMERS MUTUAL OF CHAPIN DBA CHAPIN TELEPHONE CO.,
1398,0737,WINN TEL. CO.,
1399,599H,LENNON TELEPHONE COMPANY - MI,
1400,8405,"TELEPORT COMMUNICATIONS AMERICA, LLC - MN",
1401,5816,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - MN,
1402,980E,"BANDWIDTH.COM CLEC, LLC - MN",
1403,5256,"LEVEL 3 COMMUNICATIONS, LLC - MN",
1404,7783,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - MN,
1405,184D,"ONVOY, LLC - MN",
1406,1505,"WIKSTROM TEL. CO., INC.",
1407,1451,PAUL BUNYAN RURAL TEL. COOP.,
1408,7770,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
1409,4156,"TEKSTAR COMMUNICATIONS, INC.",
1410,1443,"LORETEL SYSTEMS, INC.",
1411,429A,MIDCONTINENT COMMUNICATIONS - MN,
1412,1395,GARDEN VALLEY TEL. CO.,
1413,1445,"CENTURYTEL OF MINNESOTA, INC. DBA CENTURYLINK",
1414,1431,MIDWEST TEL. CO.,
1415,4814,PAUL BUNYAN RURAL TELEPHONE COOP.,
1416,4352,"VAL-ED JOINT VENTURE, LLP DBA 702 COMMUNICATIONS",
1417,1385,EAST OTTER TAIL TEL. CO.,
1418,1373,CONSOLIDATED TEL. CO.,
1419,1353,CITY OF BARNESVILLE TEL. UTILIITIES,
1420,1491,"TWIN VALLEY-ULEN TEL. CO., INC.",
1421,1475,RUNESTONE TELEPHONE ASSOCIATION,
1422,1365,CALLAWAY TEL. EXCH.,
1423,925C,CONSOLIDATED TELEPHONE COMPANY - MN,
1424,914F,"WIKSTROM TELEPHONE COMPANY, INC. - MN",
1425,1501,WEST CENTRAL TEL. ASSN.,
1426,1630,POLAR COMMUN MUTUAL AID CORP.,
1427,1401,HALSTAD TEL. CO.,
1428,4300,RED RIVER RURAL TEL ASSN DBA RED RIVER COMM - MN,
1429,1374,ARROWHEAD COMMUNICATIONS CORP.,
1430,1500,NORTHERN TEL. CO. OF MINNESOTA,
1431,1391,"FELTON TEL. CO., INC.",
1432,1450,PARK REGION MUTUAL TEL. CO.,
1433,1456,"CENTURYLINK OF MINNESOTA, INC.",
1434,1350,ARVIG TEL. CO.,
1435,1410,JOHNSON TEL. CO.,
1436,685L,"IMON COMMUNICATIONS, LLC",
1437,107F,"PEERLESS NETWORK OF MINNESOTA, LLC - MN",
1438,179E,WEST CENTRAL TELEPHONE ASSOCIATION - MN,
1439,105J,GARDEN VALLEY TELEPHONE COMPANY - MN,
1440,1499,"TRI-CO TECHNOLOGIES, LLC DBA CROSSLAKE COMM",
1441,1453,PEOPLES TEL. CO.,
1442,1383,EAGLE VALLEY TEL. CO.,
1443,1387,EMILY COOP. TEL. CO.,
1444,1348,WILDERNESS VALLEY TELEPHONE COMPANY,
1445,954H,"WIDE VOICE, LLC - MN",
1446,1474,"ROTHSAY TEL. CO., INC.",
1447,1396,GARDONVILLE COOP. TEL. ASSN.,
