index,ocn,name,brand
2385,527H,"SOUTH CAROLINA TELECOMM GRP HOLDINGS, LLC - SC",
2386,7273,"LEVEL 3 TELECOM OF SOUTH CAROLINA, LLC - SC",
2387,5344,"LEVEL 3 TELECOM OF SOUTH CAROLINA, LLC - SC",
2388,863A,"FAIRFIELD COMMUNICATIONS, INC. - SC",
2389,154C,"PALMETTO TELEPHONE COMMUNICATIONS, LLC - SC",
2390,6013,"MID-STATE ELECTRONICS, INC. DBA METRO-PAGE",
2391,0523,"HARGRAY TEL. CO., INC.",
2392,0528,"HORRY TEL. COOP., INC.",
2393,6019,"AAA COMMUNICATIONS, LTD.",
2394,0527,"HOME TELEPHONE ILEC, LLC",
2395,288B,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - SC,
2396,0546,"SANDHILL TEL. COOP., INC.",
2397,0544,ST. STEPHEN TEL. CO.,
2398,8960,"HORRY TELEPHONE COOPERATIVE, INC. - SC",
2399,712C,BERKELEY CABLE TELEVISION INC DBA HOME TELECOM-SC,
2400,0536,"PALMETTO RURAL TEL. COOP., INC.",
2401,8693,"US LEC OF SOUTH CAROLINA, INC.",
2402,067J,"SANDHILL CONNEXTIONS, LLC - SC",
2403,0512,"BLUFFTON TEL. CO., INC.",
2404,364E,YMAX COMMUNICATIONS CORP. - SC,
2405,0533,"MCCLELLANVILLE TEL. CO., INC.",
2406,6858,"KINDER, ROBERT A. DBA TOTAL COMMUNICATION SYSTEMS",
2407,0550,"WEST CAROLINA RURAL TEL. COOP., INC.",
2408,1701,"PRTCOMMUNICATIONS, LLC - SC",
2409,5872,"WEST CAROLINA COMMUNICATIONS, LLC - SC",
2410,0515,CHESNEE TEL. CO.,
2411,0532,"LOCKHART TEL. CO., INC.",
2412,0538,"PIEDMONT RURAL TEL. COOP., INC.",
2413,6569,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - SD,
2414,7076,MIDCONTINENT COMMUNICATIONS. - SD,
2415,1676,"SANTEL COMMUNICATIONS COOPERATIVE, INC. - SD",
2416,9001,"MIDSTATE TELECOM, INC. - SD",
2417,1652,"CLARITY TELECOM, LLC DBA BLUEPEAK",
2418,1669,"TRIOTEL COMMUNICATIONS, INC.",
2419,8812,"SOUTH DAKOTA NETWORK, LLC",
2420,7010,"LONG LINES METRO, LLC - SD",
2421,1670,"MIDSTATE COMMUNICATIONS, INC.",
2422,162G,"ONVOY, LLC - SD",
2423,1660,FORT RANDALL TELCO DBA MT RUSHMORE TELEPHONE CO,
2424,7024,"CLARITY TELECOM, LLC DBA BLUEPEAK",
2425,5180,"LEVEL 3 COMMUNICATIONS, LLC - SD",
2426,1685,"VALLEY TELECOM COOP. ASSN., INC.",
2427,1640,ARMOUR INDEPENDENT TEL CO DBA GOLDEN WEST TELCOMM,
2428,106F,"BANDWIDTH.COM CLEC, LLC - SD",
2429,920F,"MCC TELEPHONY OF THE MID-WEST, LLC - SD",
2430,580H,"AIRUS, INC. - SD",
2431,6125,"NORTHERN VALLEY COMMUNICATIONS, LLC",
2432,1677,SIOUX VALLEY TEL DBA GOLDEN WEST TELECOMMUNICATION,
2433,1647,CHEYENNE RIVER SIOUX TRIBAL TEL. AUTHORITY,
2434,424F,"NATIVE AMERICAN TELECOM, LLC - SD",
2435,683C,"RC COMMUNICATIONS, INC. - SD",
2436,907D,"INTERSTATE TELECOMMUNICATIONS COOPERATIVE, INC.",
2437,071J,"WIDE VOICE, LLC - SD",
2438,078J,"NATIVE WIRELESS, LLC",
2439,363J,"VALLEY COMMUNICATIONS, INC. D/B/A VALLEY FIBERCOM",
2440,1684,UNION TEL. CO. DBA GOLDEN WEST TELECOMMUNICATIONS,
2441,870F,NATIVE AMERICAN TELECOM - PINE RIDGE LLC - SD,
2442,858J,"MIDCO VOICE, LLC",
2443,1650,CITY OF BROOKINGS MUNICIPAL TEL. DEPT.,
2444,815E,"JAMES VALLEY WIRELESS, LLC",
2445,4256,"CLARITY TELECOM, LLC DBA BLUEPEAK",
2446,1649,BERESFORD MUNICIPAL TEL. CO.,
2447,4414,WEST RIVER TELECOMMUNICATIONS COOP. - SD,
2448,1667,KADOKA TEL CO DBA GOLDEN WEST TELECOMMUNICATIONS,
2449,1671,WEST RIVER TELECOMMUNICATIONS COOP (MOBRIDGE) - SD,
2450,1668,KENNEBEC TEL. CO.,
2451,693G,TELEPORT COMMUNICATIONS AMERICA SD-LLC,
2452,1666,JEFFERSON TEL. CO.,
2453,1653,CITY OF FAITH MUNICIPAL TEL. CO.,
2454,682C,"ATV HOLDINGS, LLC D/B/A MITCHELL TELECOM - SD",
2455,4806,"LEVEL 3 COMMUNICATIONS, LLC - TN",
2456,7278,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - TN,
2457,525E,"ONVOY, LLC - TN",
2458,4645,ELECTRIC POWER BOARD OF CHATTANOOGA,
2459,6278,UNITED STATES CELLULAR - TN,
2460,6673,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TN,
2461,114F,"TELEPORT COMMUNICATIONS AMERICA, LLC - TN",
2462,4510,UNITED TELEPHONE-SOUTHEAST-TN DBA CENTURYLINK - TN,
2463,124F,"BANDWIDTH.COM CLEC, LLC - TN",
2464,6880,"PRO PAGE PARTNERS, LLC",
2465,0574,"BRIGHTSPEED OF SOUTHERN TENNESSEE, LC",
2466,204G,"TWIN LAKES COMMUNICATIONS, INC. - TN",
2467,0578,"TELLICO TEL. CO., INC.",
2468,0565,"HIGHLAND TEL. COOP, INC.",
2469,967F,"PEACE COMMUNICATIONS, LLC - TN",
2470,0554,BLEDSOE TEL. COOP.,
2471,081J,"SKYBEST COMMUNICATIONS, INC. - TN",
2472,0557,"BRIGHTSPEED OF EASTERN TENNESSEE, LLC",
2473,566D,"ETC COMMUNICATIONS, L.L.C. - TN",
2474,895D,BRISTOL TENNESSEE ESSENTIAL SERVICES - TN,
2475,3185,MOUNTAINET TELEPHONE COMPANY - VA,
2476,239E,"TELESCAN, INC. - TN",
2477,276F,"PEERLESS NETWORK OF TENNESSEE, LLC - TN",
2478,0248,"SCOTT COUNTY TEL. COOP., INC.",
2479,7977,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - TN,
2480,0575,TENNESSEE TEL. CO.,
2481,0562,DEKALB TEL. COOP.,
2482,0581,UNITED TELEPHONE COMPANY DBA UNITED COMMUNICATIONS,
2483,7344,"XO TENNESSEE, INC.",
2484,7517,"LEVEL 3 TELECOM OF TENNESSEE, LLC - TN",
2485,841F,"ADVANTAGE CELLULAR SYSTEMS, INC. - TN",
2486,2891,"AENEAS COMMUNICATIONS, LLC - TN",
2487,656H,"NORTH CENTRAL COMMUNICATIONS, INC. - TN",
2488,0573,"NORTH CENTRAL TEL. COOP., INC.",
2489,5468,"LINGO TELECOM, LLC",
2490,0579,TWIN LAKES TEL. COOP. CORP.,
2491,150G,JACKSON ENERGY AUTHORITY - TN,
2492,0576,PEOPLES TEL. CO.,
2493,704C,"CHARTER FIBERLINK-TENNESSEE, LLC - TN",
2494,4336,"CITIZENS COMM CO TN DBA FRONTIER COMM OF TN, LLC",
2495,598B,"WEST KENTUCKY RURAL TELEPHONE COOPERATIVE, INC.",
2496,0571,"MILLINGTON TEL. CO., INC.",
2497,0561,"CROCKETT TEL. CO., INC.",
2498,0583,"WEST TENNESSEE TEL. CO., INC.",
2499,0559,"CONCORD TEL. EXCH., INC.",
2500,6792,"SATELLINK PAGING, INC.",
2501,845C,"INTRADO COMMUNICATIONS, LLC",
2502,0577,CITIZENS TELECOM VOL ST LLC DBA FRONTIER VOL STATE,
2503,337J,WEST KENTUCKY & TENNESSEE TELECOMMUNICATIONS CO-OP,
2504,948G,"TELEPAK NETWORKS, INC. - TN",
2505,181H,"E RITTER COMMUNICATIONS, INC. - TN",
2506,0553,"BEN LOMAND RURAL TEL. COOP., INC.",
2507,4586,"BEN LOMAND COMMUNICATIONS, INC.",
2508,0566,HUMPHREYS COUNTY TEL. CO.,
2509,0570,"LORETTO TEL. CO., INC.",
2510,6506,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - TX,Verizon
2511,473F,"USFON, INC. - TX",
2512,8434,"LEVEL 3 OF TELECOM OF TEXAS, LLC - TX",
2513,7138,"TELEPORT COMMUNICATIONS AMERICA, LLC - TX",
2514,319D,FOREMOST TELECOMMUNICATIONS CORPORATION - TX,
2515,903C,"ONVOY, LLC - TX",
2516,6114,"LEVEL 3 COMMUNICATIONS, LLC - TX",
2517,7670,"GRANDE COMMUNICATIONS NETWORKS, INC. - TX",
2518,004F,"BANDWIDTH.COM CLEC, LLC - TX",
2519,8958,"XO TEXAS, INC.",
2520,7399,"WESTEL, INC. - TX",
2521,177F,"PEERLESS NETWORK OF TEXAS, LLC - TX",
2522,7715,"MATRIX TELECOM, LLC. S/I/I TNCI - TX",
2523,7516,"LEVEL 3 OF TELECOM OF TEXAS, LLC - TX",
2524,4344,FRONTIER SOUTHWEST INC DBA FRONTIER COMM OF TEXAS,
2525,0701,FRONTIER SOUTHWEST INC DBA FRONTIER COMM OF TEXAS,
2526,7726,SOUTHWESTERN BELL TELEPHONE COMPANY - TX,
2527,7148,"TELEPORT COMMUNICATIONS AMERICA, LLC - TX",
2528,6833,"HELMSCO, INC.",
2529,2114,"BRIGHTSPEED OF TEXAS, INC.",
2530,2084,"BRIGHTSPEED OF EASTERN TEXAS, INC.",
2531,0132,"AMA COMM., LLC DBA AMA*TECHTEL COMMUNICATIONS-TX",
2532,1181,"VALOR TELECOMM TX, LD-TX #2 DBA WINDSTREAM COMM SW",
2533,7249,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - TX,
2534,2147,"WINDSTREAM SUGAR LAND, LLC",
2535,2153,"TEXAS WINDSTREAM, LLC",
2536,2090,"ALENCO COMMUNICATIONS, INC.",
2537,2052,"CENTRAL TEXAS TEL. COOP., INC.",
2538,2060,"TOTELCOM COMMUNICATIONS, LLC",
2539,2105,LIPAN TEL. CO.,
2540,8253,"PATHWAY COM-TEL, INC. - TX",
2541,7074,"LEVEL 3 OF TELECOM OF TEXAS, LLC - TX",
2542,2091,"ETS TELEPHONE COMPANY, INC.",
2543,2072,CONSOLIDATED COMMUNICATIONS OF TEXAS COMPANY,
2544,2154,FRONTIER SOUTHWEST INC DBA FRONTIER COMM OF TEXAS,
2545,7239,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - TX,
2546,2109,CONSOLIDATED COMMUNICATIONS OF TEXAS COMPANY,
2547,327E,YMAX COMMUNICATIONS CORP. - TX,
2548,2151,"TAYLOR TEL. COOP., INC.",
2549,6820,"TEXAS COMMUNICATIONS, INC.",
2550,2086,"HILL COUNTRY TEL. COOP., INC.",
2551,474J,"TAYLOR TELEPHONE COOP, INC. DBA TAYLOR TELECOM",
2552,413F,"HILL COUNTRY TELECOMMUNICATIONS, LLC - TX",
2553,2057,"COLEMAN COUNTY TEL. COOP., INC.",
2554,763H,IP GLOBAL NETWORKS - TX,
2555,706G,"WIDE VOICE, LLC - TX",
2556,2134,"RIVIERA TEL. CO., INC.",
2557,4290,"STPCS JOINT VENTURE, LLC",
2558,2159,"VALLEY TEL. COOP., INC.",
2559,776A,"VTX COMMUNICATIONS, LLC",
2560,4866,"SMARTCOM TELEPHONE, LLC",
2561,7586,CENTURYLINK COMMUNICATIONS LLC - TX,
2562,2117,"BRIGHTSPEED OF COASTAL TEXAS, INC",
2563,2076,"GANADO TELEPHONE CO., INC. DBA YK COMMUNICATIONS",
2564,2103,"LA WARD TEL. EXCH., INC.",
2565,318C,"CEBRIDGE TELECOM TX , L.P. - TX",
2566,467J,"E. RITTER COMMUNICATIONS, INC. - TX",
2567,135H,"PEOPLES COMMUNICATION, INC. -TX",
2568,690H,"EASTEX CELCO, LLC - TX",
2569,3196,"ETEX COMMUNCATIONS, LLC DBA ETEX TELECOM - TX",
2570,583C,TIME WARNER CBLE INFO SVC (TX) DBA TIME WARNER CBL,
2571,4913,VEXUS,
2572,193H,"BIG BEND TELECOM, LTD. - TX",
2573,2039,"BIG BEND TEL. CO., INC.",
2574,2168,"WES-TEX TELEPHONE COOP., INC.",
2575,3282,"WES-TEX TELECOMMUNICATIONS, INC. DBA WESTEX-TX",
2576,3726,"ONE RING NETWORKS II, INC. D/B/A ONE RING NETWORKS",
2577,065J,"ONE RING NETWORKS, INC.",
2578,951F,"AIRUS, INC. - TX",
2579,951G,"INTEGRATED PATH COMMUNICATIONS, LLC - TX",
2580,345J,OOMA INC.,
2581,2140,"BRIGHTSPEED OF SOUTHERN TEXAS, INC.",
2582,7551,AUSTIN BESTLINE COMPANY,
2583,075L,RICE TELECOM CORPORATION,
2584,2166,"WEST TEXAS RURAL TEL. COOP., INC.",
2585,0480,"WEST PLAINS TELECOMMUNICATIONS, INC.",
2586,2046,CAP ROCK TELEPHONE COOPERATIVE,
2587,7893,"XIT TELECOMMUNICATIONS & TECHNOLOGY, INC. - TX",
2588,2143,"SOUTH PLAINS TEL. COOP., INC.",
2589,7809,"W T SERVICES, INC.",
2590,2131,"POKA-LAMBRO TEL. COOP., INC.",
2591,2170,"XIT RURAL TEL. COOP., INC.",
2592,5556,"PATHWAYZ COMMUNICATIONS, INC. - TX",
2593,8661,POKA LAMBRO TELEPHONE COMPANY,
2594,982H,MID-PLAINS RURAL TEL COOP DBA MID-PLAINS COMM-TX,
2595,2112,"MID-PLAINS RURAL TEL. COOP., INC.",
2596,2071,"FIVE AREA TEL. COOP., INC.",
2597,6944,"PANHANDLE TELECOMMUNICATION SYSTEMS, INC. - TX",
2598,4009,"MILLENNIUM TELCOM, LLC DBA ONESOURCE COMM. - TX",
2599,2083,"GUADALUPE VALLEY TEL. COOP., INC.",
2600,2135,SOUTHWEST TEXAS TEL. CO.,
2601,1997,"WINDSTREAM COMMUNICATIONS TELECOM, L.P. - TX",
2602,2097,"WINDSTREAM COMMUNICATIONS KERRVILLE, L.P.",
2603,9872,"GUADALUPE VALLEY COMMUNICATIONS SYSTEMS, LP - TX",
2604,5159,"PERSONAL TOUCH COMMUNICATIONS, LP - TX",
2605,4042,"CUMBY TELEPHONE COOPERATIVE, INC.",
2606,2130,PEOPLES TEL. COOP.,
2607,8625,"COMCAST PHONE OF TEXAS, LLC - TX",
2608,2068,"EASTEX TEL. COOP., INC.",
2609,2070,"ETEX TEL. COOP., INC.",
2610,2150,TATUM TEL. CO.,
2611,2038,BLOSSOM TEL. CO.,
2612,2065,"CUMBY TEL. COOP., INC.",
2613,7263,"LEVEL 3 OF TELECOM OF TEXAS, LLC - TX",
2614,679E,"TRANSTELCO, INC. - TX",
2615,9558,"INTRADO COMMUNICATIONS, LLC",
2616,4434,DELL TEL. CORP. INC. - TX,
2617,2107,LIVINGSTON TEL. CO.,
2618,2104,LAKE LIVINGSTON TEL. CO.,
2619,912E,"FIDIUM ENTERPRISE SERVICES, LLC",
2620,2985,"WEB FIRE COMMUNICATIONS, INC. - TX",
2621,162J,"COMCELL, INC. - TX",
2622,2101,"BRIGHTSPEED OF NORTHERN TEXAS, INC.",
2623,2041,"BRAZOS TEL. COOP., INC.",
2624,6271,UNITED STATES CELLULAR - TX,
2625,4046,"SANTA ROSA TELEPHONE COOPERATIVE, INC.",
2626,2061,COMMUNITY TEL. CO.,
2627,2069,"ELECTRA TEL. CO, INC.",
2628,2043,NORTH TEXAS TEL. CO.,
2629,2116,MUENSTER TELEPHONE CORP. OF TEXAS DBA NORTEX COMM,
2630,896J,"TRUSTID, INC.",
2631,996J,"BARR TELL USA, LLC",
2632,2073,BORDER TO BORDER COMMUNICATIONS,
2633,2059,"COLORADO VALLEY TEL. COOP., INC.",
2634,634H,"YK COMMUNICATIONS, LTD - TX",
2635,2093,INDUSTRY TEL. CO.,
2636,683G,"BCM ONE CLOUD COMMUNICATIONS, LLC",
2637,2040,BRAZORIA TEL. CO.,
2638,117F,"BANDWIDTH.COM CLEC, LLC - UT",
2639,3231,"LEVEL 3 COMMUNICATIONS, LLC - UT",
2640,871E,"ONVOY, LLC - UT",
2641,6571,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - UT,
2642,716D,"FIRSTDIGITAL COMMUNICATIONS, LLC",
2643,526H,"PEERLESS NETWORK OF UTAH, LLC - UT",
2644,659H,"WIDE VOICE, LLC - UT",
2645,7530,"TELEPORT COMMUNICATIONS AMERICA, LLC - UT",
2646,7176,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
2647,3881,"ALL WEST/UTAH, INC.",
2648,4429,CITIZENS TELECOM-UTAH DBA FRONTIER COMM OF UT,
2649,380F,"SOUTH CENTRAL COMM -TELCOM SERVICES, LLC UT",
2650,4611,"BEEHIVE TELEPHONE COMPANY, INC. (UTAH)",
2651,2287,"UBTA-UBET COMMUNICATIONS, INC. DBA STRATA NETWORKS",
2652,832J,"E. FIBER SAN JUAN, LLC",
2653,2282,MANTI TEL. CO.,
2654,2278,EMERY TELEPHONE DBA EMERY TELCOM,
2655,4451,NAVAJO COMM CO INC - UT DBA NAVAJO COMM UT,
2656,2288,ALL WEST COMMUNICATIONS - UT,
2657,683H,"EMERY TELECOMMUNICATIONS & VIDEO, INC. - UT",
2658,831J,"E. FIBER MOAB, LLC",
2659,441F,"MANTI TELE COMMUNICATIONS COMPANY, INC.",
2660,2277,"CENTRAL UTAH TEL., INC.",
2661,2283,SKYLINE TELECOM,
2662,1190,"CARBON/EMERY TELCOM, INC. - UT",
2663,872A,NORTH COUNTY COMMUNICATIONS CORPORATION - UT,
2664,7541,"XO UTAH, INC.",
2665,2279,GUNNISON TEL. CO.,
2666,1192,"HANKSVILLE TELCOM, INC. - UT",
2667,3032,BEAR LAKE COMMUNICATIONS,
2668,758D,"DIRECT COMMUNICATIONS CEDAR VALLEY, LLC",
2669,079F,"BANDWIDTH.COM CLEC, LLC - VA",
2670,6827,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VA,Verizon
2671,138E,"ONVOY, LLC - VA",
2672,4644,"TELEPORT COMMUNICATIONS AMERICA, LLC - VA",
2673,8825,"LEVEL 3 COMMUNICATIONS, LLC - VA",
2674,544A,CITIZENS TELEPHONE COOPERATIVE - VA,
2675,4511,UNITED TELEPHONE-SOUTHEAST-VA DBA CENTURYLINK-VA,
2676,0445,"GCR TELECOMMUNICATIONS, INC. - VA",
2677,6283,UNITED STATES CELLULAR - VA,
2678,4337,"VERIZON SOUTH, INC. - VA",
2679,275G,"PEERLESS NETWORK OF VIRGINIA, LLC - VA",
2680,609F,"MGW NETWORKS, L.L.C. - VA",
2681,7299,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - VA,
2682,9213,"VERIZON VIRGINIA, INC.",
2683,4979,"SHENTEL COMMUNICATIONS, LLC. - VA",
2684,367E,YMAX COMMUNICATIONS CORP. OF VIRGINIA - VA,
2685,9809,SUNSET FIBER - VA,
2686,0220,"BURKE'S GARDEN TEL. CO., INC.",
2687,210F,"MIKROTEC OF VIRGINIA, LLC - VA",
2688,5832,"CORETEL VIRGINIA, LLC - VA",
2689,0233,"VERIZON SOUTH, INC. - VA (CONTEL)",
2690,0244,PEOPLES MUTUAL TEL. CO.,
2691,7238,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - VA,
2692,0219,"EMPOWER TELECOM, INC.",
2693,0226,LUMOS TELEPHONE LLC,
2694,0238,"MGW TELEPHONE COMPANY, INC.",
2695,0250,SHENANDOAH TEL. CO.,
2696,0236,SHENANDOAH TEL. CO.,
2697,0239,NEW HOPE TELEPHONE COOPERATIVE,
2698,726H,"AIRUS, INC. - VA",
2699,0237,HIGHLAND TEL. COOP.,
2700,0249,LUMOS TELEPHONE OF BOTETOURT LLC,
2701,0243,PEMBROKE TEL. COOP.,
2702,127G,"FRONTIER COMMUNICATIONS OF VIRGINIA, INC. - VA",
2703,0225,CITIZENS TEL. COOP.,
2704,3029,NEW CASTLE TEL. CO.,
2705,231C,"IDT AMERICA, CORP. - VA",
2706,0253,VIRGINIA TEL. CO.,
2707,8830,"STARPOWER COMMUNICATIONS, LLC - VA",
2708,519H,"WIDE VOICE, LLC - VA",
2709,7769,"LEVEL 3 TELECOM OF VIRGINIA, LLC - VA",
2710,168G,"MCC TELEPHONY OF THE MID-ATLANTIC, LLC - VA",
2711,4772,"XO VIRGINIA, LLC",
2712,0217,AMELIA TEL. CORP.,
2713,229H,"CEBRIDGE TELECOM VA, LLC DBA SUDDENLINK COMM",
2714,638J,LIBERTY MOBILE USVI INC.,
2715,128J,"LUMEN TECHNOLGIES ST. CROIX, LLC",
2716,346D,"VITELCOM CELLULAR, INC.",
2717,615H,"GIGSKY MOBILE, LLC",
2718,3300,VIRGIN ISLANDS TEL. CORP. DBA INNOVATIVE TELEPHONE,
2719,6915,"WINDKEEPER COMMUNICATIONS, INC.",
2720,0061,NORTHFIELD TEL. CO.,
2721,451F,"ONVOY, LLC - VT",
2722,9450,"LEVEL 3 COMMUNICATIONS, LLC - VT",
2723,5115,CONSOLIDATED COMMUNICATIONS OF VERMONT COMPANY,
2724,0058,LUDLOW TEL. CO.,
2725,6289,UNITED STATES CELLULAR - VT,
2726,6390,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - VT,
2727,3332,"VERMONT TELEPHONE CO., INC.",
2728,3454,NATIONAL MOBILE COMMUNICATIONS CORPORATION - VT,
2729,005F,"BANDWIDTH.COM CLEC, LLC - VT",
2730,0062,PERKINSVILLE TEL. CO.,
2731,0064,SHOREHAM TELEPHONE LLC,
2732,0053,FRANKLIN TEL. CO.,
2733,3331,CONSOLIDATED COMMUNICATIONS OF NORTHLAND COMPANY,
2734,0069,"WAITSFIELD-FAYSTON TELEPHONE CO., INC.",
2735,665H,"AIRUS, INC. - VT",
2736,208H,"VTEL DATA NETWORKS, INC. - VT",
2737,0068,TOPSHAM TEL. CO.,
2738,366E,YMAX COMMUNICATIONS CORP. - VT,
2739,989H,INTEGRATED PATH COMMUNICATIONS-VERMONT LLC - VT,
2740,881G,"TELEPORT COMMUNICATIONS AMERICA, LLC - VT",
2741,9814,"VTEL WIRELESS, INC.",
2742,5812,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WA,
2743,7146,"TELEPORT COMMUNICATIONS AMERICA, LLC - WA",
2744,483E,"ONVOY, LLC - WA",
2745,6121,"LEVEL 3 COMMUNICATIONS, LLC - WA",
2746,7173,ELECTRIC LIGHTWAVE LLC DBA ALLSTREAM,
2747,453J,"CORETEL WASHINGTON, INC. - WA",
2748,006F,"BANDWIDTH.COM CLEC, LLC - WA",
2749,7274,MCIMETRO ACCESS TRANSMISSION SERVICES LLC - WA,
2750,663D,"ELTOPIA COMMUNICATIONS, LLC - WA",
2751,7455,"LEVEL 3 TELECOM OF WASHINGTON, LLC - WA",
2752,2408,"CENTURYTEL OF WASHINGTON, INC. DBA CENTURYLINK",
2753,159F,"PEERLESS NETWORK OF WASHINGTON, LLC - WA",
2754,577F,RINGSQUARED TELECOM LLC,
2755,841C,"INTRADO COMMUNICATIONS, LLC",
2756,7340,"XO WASHINGTON, INC.",
2757,707G,"WIDE VOICE, LLC - WA",
2758,147L,ACCELERATE NETWORKS LLC,
2759,7720,"RAINIER CONNECT, INC. - WA",
2760,048L,LIVEWIRE TELECOM LLC,
2761,6270,UNITED STATES CELLULAR - WA,
2762,2452,WHIDBEY TEL. CO.,
2763,2427,"LEWIS RIVER TEL. CO., INC.",
2764,2446,TENINO TEL. CO.,
2765,4423,"ZIPLY FIBER NORTHWEST, LLC DBA ZIPLY FIBER",
2766,4521,UNITED TELEPHONE - NORTHWEST DBA CENTURYLINK - WA,
2767,2422,"CENTURYTEL OF INTER-ISLAND, INC. DBA CENTURYLINK",
2768,2453,"YCOM NETWORKS, INC.",
2769,2417,HAT ISLAND TEL. CO.,
2770,0403,"HOOD CANAL TELCO, INC. DBA HOOD CANAL COMM - WA",
2771,2451,WESTERN WAHKIAKUM COUNTY TEL. CO.,
2772,834C,"INTRADO COMMUNICATIONS, LLC",
2773,937F,"ASTOUND BROADBAND, LLC - WA",
2774,2426,KALAMA TEL. CO.,
2775,152H,"SALISH NETWORKS, INC. - WA",
2776,581D,SKYLINE TELECOM COMPANY - WA,
2777,2431,"MASHELL TELECOM, INC.",
2778,2447,"TOLEDO TEL. CO., INC.",
2779,2419,HOOD CANAL TEL. CO.,
2780,1488,"TSS DIGITAL SERVICES, LCC - WA",
2781,2430,MCDANIEL TEL. CO.,
2782,427K,ZIPLY FIBER NORTHWEST LLC DBA ZIPLY FIBER,
2783,5844,"AXXIS COMMUNICATION, INC. - WA",
2784,1477,INLAND CELLULAR LLC,
2785,3229,"COMPUTERS 5*, INC. DBA LOCALTEL - WA",
2786,2418,PEND OREILLE TELEPHONE COMPANY,
2787,2437,PIONEER TEL. CO.,
2788,2442,ST. JOHN TEL. CO.,
2789,2410,"CENTURYTEL OF COWICHE, INC. DBA CENTURYLINK",
2790,4718,"TELEWISE, LLC - WA",
2791,2412,CONSOLIDATED COMMUNICATIONS OF WASHINGTON COMPANY,
2792,580D,"WESTGATE COMMUNICATIONS, LLC DBA WEAVTEL - WA",
2793,483H,"NATIVE NETWORK, INC.",
2794,9327,WISCONSIN BELL INC,
2795,6508,CELLCO PARTNERSHIP DBA VERIZON WIRELESS - WI,
2796,7216,"TELEPORT COMMUNICATIONS AMERICA, LLC WI",
2797,225C,"ONVOY, LLC - WI",
2798,6274,UNITED STATES CELLULAR - WI,
2799,227F,"PEERLESS NETWORK OF WISCONSIN, LLC - WI",
2800,5489,"LEVEL 3 COMMUNICATIONS, LLC - WI",
2801,007F,"BANDWIDTH.COM CLEC, LLC - WI",
2802,0886,FRONTIER NORTH INC. - WI,
2803,7322,"LEVEL 3 TELECOM OF WISCONSIN, LP - WI",
2804,0848,BERGEN TEL. CO. - WI,
2805,0922,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2806,997C,"CENTRAL WISCONSIN COMMUNICATIONS, INC. - WI",
2807,0952,"SOUTHEAST TEL. CO. OF WISCONSIN, INC.",
2808,0856,"BURLINGTON, BRIGHTON & WHEATLAND TEL. CO.",
2809,0955,STATE LONG DISTANCE TEL. CO.,
2810,0946,SHARON TEL. CO. - WI,
2811,7747,SHARON TELEPHONE COMPANY,
2812,5564,WISCONSIN RSA #10 LIMITED PARTNERSHIP,
2813,205M,LTE WIRELESS INC.,
2814,458L,"IMON COMMUNICATOINS, LLC",
2815,0866,COCHRANE COOP. TEL. CO.,
2816,0913,"BRIGHTSPEED OF MIDWEST WISCONSIN, LLC",
2817,1159,"BRIGHTSPEED OF CENTRAL WISCONSIN, LLC",
2818,0963,"UTELCO, INC.",
2819,1155,"TELEPHONE USA OF WISCONSIN, LLC DBA CENTURYLINK",
2820,0934,"BRIGHTSPEED OF WESTERN WISCONSIN, LLC",
2821,0924,"BRIGHTSPEED OF NORTH CENTRAL WISCONSIN, LLC",
2822,983F,"MCC TELEPHONY OF THE MIDWEST, LLC - WI",
2823,698E,"MICHIGAN WIRELESS, LLC DBA BUG TUSSEL WIRELESS",
2824,0895,"BRIGHTSPEED OF WISCONSIN, LLC",
2825,0881,"MID-PLAINS TEL., INC.",
2826,0900,LEMONWEIR VALLEY TEL. CO.,
2827,0916,MT. HOREB TEL. CO.,
2828,0868,COON VALLEY FARMERS TEL. CO.,
2829,0892,"HILLSBORO TEL. CO., INC.",
2830,0917,MT. VERNON TEL. CO.,
2831,0966,VERNON TEL. COOP.,
2832,0930,"GRANTLAND TELECOM, INC.",
2833,0942,"RICHLAND-GRANT TEL. COOP., INC.",
2834,0859,CENTRAL STATE TEL. CO,
2835,0875,DICKEYVILLE TEL. CORP.,
2836,0908,"MARQUETTE-ADAMS TEL. COOP., INC.",
2837,0967,FRONTIER COMMUNICATIONS OF WISCONSIN LLC,
2838,717E,VERNON COMMUNICATIONS COOPERATIVE,
